"filename", "language", "YAML", "JSON", "HTML", "Markdown", "C++", "Groovy", "Properties", "XML", "Swift", "Dart", "comment", "blank", "total"
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\common\page_info\page_info.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -4, -4, -13
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\common\thumbnail_details\high_thumbnail_details.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, -5, -16
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\common\thumbnail_details\high_thumbnail_details.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -4, -4, -18
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\common\thumbnail_details\max_thumbnail_details.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, 0, -6, -22
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\common\thumbnail_details\max_thumbnail_details.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -4, -4, -28
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\common\thumbnail_details\thumbnail_details.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, -6, -17
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\common\thumbnail_details\thumbnail_details.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -4, -4, -15
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\common\videos_ids\videos_ids.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, 0, -11, -40
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\common\videos_ids\videos_ids.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -24, -4, -6, -34
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\rating_details\rating_details.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 0, -4, -12
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\reply_details\reply_details.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -37, 0, -15, -52
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\reply_details\reply_details.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, -4, -7, -42
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\searched_video_details\searched_video_details.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -61, 0, -15, -76
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\searched_video_details\searched_video_details.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -45, -4, -7, -56
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\searched_video_details\searched_video_extension.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\suggestion_texts\suggestion_texts.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 0, -3, -9
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\videos_details\video_details_extension.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -45, -1, -5, -51
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\videos_details\videos_details.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -99, 0, -18, -117
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\models\videos_details\videos_details.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -53, -4, -8, -65
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\repositories_impl\channel\channel_details_repo_impl.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -72, 0, -9, -81
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\repositories_impl\channel\channel_playlist_repo_impl.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -33, 0, -8, -41
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\repositories_impl\channel\channel_videos_repo_impl.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -67, 0, -16, -83
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\repositories_impl\search_details_repo_impl.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -52, 0, -12, -64
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\repositories_impl\single_video_details\single_video_details_repo_impl.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -52, 0, -11, -63
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\repositories_impl\single_video_details\video_comment_details_repo_impl.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -43, 0, -7, -50
"d:\flutter_projects\main\youtube-flutter-clone\lib\data\repositories_impl\videos_details_repo_impl.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -72, 0, -16, -88
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\entities\channel_details_use_case_parameters.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, -1, -5
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\entities\video_details_use_case_parameter.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, -2, -6
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\repositories\channel\channel_details_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, 0, -2, -15
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\repositories\channel\channel_playlist_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 0, -3, -12
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\repositories\channel\channel_videos_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, 0, -4, -20
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\repositories\search_details_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, -2, -12
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\repositories\video_comment_details\single_video_details_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 0, -2, -10
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\repositories\video_comment_details\video_comment_details_repositroy.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 0, -2, -11
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\repositories\videos_details_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, -2, -12
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\channel_details\channel_sub_details_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, 0, -3, -21
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\channel_details\channel_videos\channel_popular_videos_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, 0, -4, -21
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\channel_details\channel_videos\channel_short_poupal_videos_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, 0, -4, -21
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\channel_details\channel_videos\channel_short_videos_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, 0, -4, -21
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\channel_details\channel_videos\channel_videos_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, 0, -4, -21
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\channel_details\delete_subscription_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, -4, -15
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\channel_details\my_subscriptions_channels_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, -4, -15
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\channel_details\playlist\channel_playlist_items_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, 0, -6, -27
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\channel_details\playlist\channel_playlists_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, 0, -4, -20
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\channel_details\subscribe_to_channel_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, 0, -4, -19
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\search_details\related_videos_to_this_video_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, 0, -5, -25
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\search_details\search_for_this_sentence_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, 0, -5, -25
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\search_details\suggestion_search_texts_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, 0, -5, -25
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\single_video\comment\get_all_comments_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, 0, -4, -20
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\single_video\comment\get_all_replies_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, 0, -6, -25
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\single_video\comment\get_first_comment_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, 0, -4, -20
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\single_video\get_video_details_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, 0, -4, -20
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\single_video\get_video_rating_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, 0, -6, -25
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\single_video\rate_video_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -7, -7, -32
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\videos_details\all_short_videos_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, 0, -4, -16
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\videos_details\all_videos_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, 0, -4, -17
"d:\flutter_projects\main\youtube-flutter-clone\lib\domain\use_cases\videos_details\most_popular_videos_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, 0, -6, -25
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\circular_profile_image.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -57, 0, -8, -65
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\custom_circle_progress.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, 0, -5, -34
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\custom_network_display.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, 0, -6, -46
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\mini_player_video\mini_player_video.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -302, -3, -26, -331
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\mini_player_video\sub_widgets\dislike_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -76, 0, -7, -83
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\mini_player_video\sub_widgets\interaction_simmer_loading.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, 0, -3, -25
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\mini_player_video\sub_widgets\like_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -79, 0, -7, -86
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\mini_player_video\sub_widgets\mini_video_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -124, -8, -13, -145
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\multi_bloc_provider.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, 0, -4, -35
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\navigator_observer.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, 0, -4, -17
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\sliver_app_bar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -35, 0, -3, -38
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\subscribe_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, 0, -5, -23
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\thumbnail_image.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -46, 0, -6, -52
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\common_widgets\thumbnail_of_video.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -112, 0, -9, -121
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\channel\channel_details_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -64, 0, -18, -82
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\channel\channel_details_cubit.freezed.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1021, -33, -115, -1169
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\channel\channel_details_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, 0, -8, -24
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\channel\channel_videos\channel_videos_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -61, 0, -18, -79
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\channel\channel_videos\channel_videos_cubit.freezed.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1048, -33, -127, -1208
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\channel\channel_videos\channel_videos_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, 0, -8, -24
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\channel\playlist\play_list_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -39, 0, -12, -51
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\channel\playlist\play_list_cubit.freezed.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -682, -27, -91, -800
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\channel\playlist\play_list_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, 0, -6, -18
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\search\search_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -53, 0, -15, -68
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\search\search_cubit.freezed.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -889, -30, -109, -1028
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\search\search_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, -7, -21
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\single_video\single_video_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -90, 0, -23, -113
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\single_video\single_video_cubit.freezed.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1430, -39, -159, -1628
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\single_video\single_video_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, 0, -10, -29
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\videos\popular_videos\popular_videos_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -54, 0, -18, -72
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\videos\popular_videos\popular_videos_cubit.freezed.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1201, -33, -127, -1361
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\videos\popular_videos\popular_videos_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, 0, -8, -24
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\videos\videos_details_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, 0, -12, -48
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\videos\videos_details_cubit.freezed.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -675, -27, -91, -793
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\cubit\videos\videos_details_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, 0, -6, -18
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\custom_mini_player\custom_mini_player.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -322, -34, -77, -433
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\custom_mini_player\mini_player_logic.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, 0, -10, -31
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\custom_mini_player\mini_player_will_pop_scope.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -54, 0, -13, -67
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\custom_mini_player\utils.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -1, -5, -33
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\pod_player.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, 0, -3, -15
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\controllers\pod_base_controller.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -86, -8, -22, -116
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\controllers\pod_gestures_controller.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -69, -3, -12, -84
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\controllers\pod_getx_video_controller.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -253, -17, -34, -304
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\controllers\pod_player_controller.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -171, -46, -52, -269
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\controllers\pod_ui_controller.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -3, -5, -19
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\controllers\pod_video_controller.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -214, -16, -28, -258
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\controllers\pod_video_quality_controller.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -102, -13, -20, -135
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\models\overlay_options.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, 0, -2, -31
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\models\play_video_from.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -133, -2, -8, -143
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\models\pod_player_config.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, -5, -4, -38
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\models\pod_player_labels.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, -1, -2, -33
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\models\pod_progress_bar_config.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -15, -20, -124
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\models\vimeo_models.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, -2, -12
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\pod_player.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -218, -15, -23, -256
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\utils\enums.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, 0, -2, -17
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\utils\logger.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, -3, -7
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\utils\video_apis.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -116, -1, -7, -124
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\widgets\animated_play_pause_icon.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -1, -10, -100
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\widgets\core\overlays\mobile_bottomsheet.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -275, 0, -17, -292
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\widgets\core\overlays\mobile_overlay.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -178, 0, -9, -187
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\widgets\core\overlays\overlays.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -64, -4, -5, -73
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\widgets\core\overlays\web_dropdown_menu.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -188, -2, -9, -199
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\widgets\core\overlays\web_overlay.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -208, 0, -8, -216
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\widgets\core\pod_core_player.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -162, 0, -6, -168
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\widgets\core\video_gesture_detector.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, 0, -5, -34
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\widgets\full_screen_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -81, 0, -9, -90
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\widgets\material_icon_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, -1, -3, -48
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\custom_packages\pod_player\src\widgets\pod_progress_bar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -238, -1, -25, -264
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\layouts\base_layout.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -128, 0, -15, -143
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\layouts\base_layout_logic.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, 0, -6, -37
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, 0, -8, -26
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\my_app.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -76, 0, -8, -84
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\channel_profile_logic.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, 0, -4, -11
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\profile_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -90, 0, -10, -100
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\tab_bar_views\about_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -63, 0, -3, -66
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\tab_bar_views\channels_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\tab_bar_views\community_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\tab_bar_views\home_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -56, 0, -8, -64
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\tab_bar_views\playlists_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\tab_bar_views\shorts_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\tab_bar_views\videos_horizontal_descriptions_list.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -49, 0, -3, -52
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\tab_bar_views\videos_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -153, 0, -21, -174
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\user_profile_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -162, 0, -14, -176
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\home\logic\home_page_logic.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, 0, -11, -38
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\home\sub_views\most_popular_videos_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, -265, 0, -25, -290
