"filename", "language", "C++", "JSON", "YAML", "Dart", "Markdown", "Swift", "HTML", "XML", "Properties", "Groovy", "comment", "blank", "total"
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\tab_bar_views\shorts_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\tab_bar_views\videos_horizontal_descriptions_list.dart", "Dart", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\tab_bar_views\videos_view.dart", "Dart", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 9, 85
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\channel_profile\user_profile_page.dart", "Dart", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 1, 10, 112
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\home\logic\home_page_logic.dart", "Dart", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 17, 78
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\home\views\home_page.dart", "Dart", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 3, 61
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\home\views\video_view_page\video_view_page.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\library\library_page.dart", "Dart", 0, 0, 0, 434, 0, 0, 0, 0, 0, 0, 0, 36, 470
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\search\search_page.dart", "Dart", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 6, 77
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\search\searched_results_page.dart", "Dart", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 4, 39
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\search\widgets\mic_button.dart", "Dart", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\search\widgets\searched_text_field.dart", "Dart", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 3, 45
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\subscriptions\logic\subscriptions_page_logic.dart", "Dart", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 8
"d:\flutter_projects\main\youtube-flutter-clone\lib\presentation\pages\subscriptions\subscriptions_page.dart", "Dart", 0, 0, 0, 251, 0, 0, 0, 0, 0, 0, 0, 22, 273
"d:\flutter_projects\main\youtube-flutter-clone\lib\try.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 458, 0, 458
"d:\flutter_projects\main\youtube-flutter-clone\linux\flutter\generated_plugin_registrant.cc", "C++", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 12
"d:\flutter_projects\main\youtube-flutter-clone\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\flutter_projects\main\youtube-flutter-clone\linux\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\flutter_projects\main\youtube-flutter-clone\linux\my_application.cc", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
"d:\flutter_projects\main\youtube-flutter-clone\linux\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"d:\flutter_projects\main\youtube-flutter-clone\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 3, 4, 15
"d:\flutter_projects\main\youtube-flutter-clone\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"d:\flutter_projects\main\youtube-flutter-clone\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"d:\flutter_projects\main\youtube-flutter-clone\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 1, 344
"d:\flutter_projects\main\youtube-flutter-clone\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 4, 16
"d:\flutter_projects\main\youtube-flutter-clone\pubspec.yaml", "YAML", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 58, 17, 113
"d:\flutter_projects\main\youtube-flutter-clone\test\widget_test.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 10, 6, 30
"d:\flutter_projects\main\youtube-flutter-clone\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 16, 6, 60
"d:\flutter_projects\main\youtube-flutter-clone\web\manifest.json", "JSON", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"d:\flutter_projects\main\youtube-flutter-clone\windows\flutter\generated_plugin_registrant.cc", "C++", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 12
"d:\flutter_projects\main\youtube-flutter-clone\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\flutter_window.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 67
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\utils.cpp", "C++", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 65
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\win32_window.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"d:\flutter_projects\main\youtube-flutter-clone\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 529, 248, 125, 9002, 13, 40, 38, 818, 8, 89, 956, 1438, 13304
